Processing Time for 2022/04/01/0000H:  1.218935489654541 seconds
Processing Time for 2022/09/26/1400H:  10.732059240341187 seconds
Processing Time for 2022/09/26/1500H:  6.551204681396484 seconds
Processing Time for 2022/09/26/1600H:  9.365519762039185 seconds
Processing Time for 2022/09/26/1700H:  6.021528720855713 seconds
Processing Time for 2022/09/26/1800H:  13.145920515060425 seconds
Processing Time for 2022/09/26/1900H:  11.904768705368042 seconds
Processing Time for 2022/09/26/2000H:  12.006190538406372 seconds
Processing Time for 2022/09/26/2100H:  4.069616079330444 seconds
Processing Time for 2022/09/26/2200H:  3.7293872833251953 seconds
Processing Time for 2022/09/26/2300H:  61.807427167892456 seconds
Processing Time for 2022/09/27/0000H:  0.9080836772918701 seconds
Processing Time for 2022/09/27/0100H:  0.8309252262115479 seconds
Processing Time for 2022/09/27/0200H:  1.4072422981262207 seconds
Processing Time for 2022/09/27/0300H:  0.3334057331085205 seconds
Processing Time for 2022/09/27/0400H:  0.5348126888275146 seconds
Processing Time for 2022/09/27/0500H:  3.103661060333252 seconds
Processing Time for 2022/09/27/0600H:  7.085241794586182 seconds
Processing Time for 2022/09/27/0700H:  13.687201738357544 seconds
Processing Time for 2022/09/27/0800H:  6.955265283584595 seconds
Processing Time for 2022/09/27/0900H:  20.331331968307495 seconds
Processing Time for 2022/09/27/1000H:  18.231945991516113 seconds
Processing Time for 2022/09/27/1100H:  10.635647773742676 seconds
Processing Time for 2022/09/27/1200H:  21.432337045669556 seconds
Processing Time for 2022/09/27/1300H:  3.8056650161743164 seconds
Processing Time for 2022/09/27/1400H:  16.705842971801758 seconds
Processing Time for 2022/09/27/1500H:  6.73943829536438 seconds
Processing Time for 2022/09/27/1600H:  7.683352947235107 seconds
Processing Time for 2022/09/27/1700H:  5.11656641960144 seconds
Processing Time for 2022/09/27/1800H:  13.039187908172607 seconds
Processing Time for 2022/09/27/1900H:  9.770451545715332 seconds
Processing Time for 2022/09/27/2000H:  10.625539541244507 seconds
Processing Time for 2022/09/27/2100H:  4.5720884799957275 seconds
Processing Time for 2022/09/27/2200H:  3.0948493480682373 seconds
Processing Time for 2022/09/27/2300H:  0.8855526447296143 seconds
Processing Time for 2022/09/28/0000H:  0.8609247207641602 seconds
Processing Time for 2022/09/28/0100H:  0.5073449611663818 seconds
Processing Time for 2022/09/28/0200H:  0.6999950408935547 seconds
Processing Time for 2022/09/28/0300H:  0.42160630226135254 seconds
Processing Time for 2022/09/28/0400H:  0.4541330337524414 seconds
Processing Time for 2022/09/28/0500H:  1.929980993270874 seconds
Processing Time for 2022/09/28/0600H:  3.9792251586914062 seconds
Processing Time for 2022/09/28/0700H:  9.08092474937439 seconds
Processing Time for 2022/09/28/0800H:  4.70612645149231 seconds
Processing Time for 2022/09/28/0900H:  12.164440870285034 seconds
Processing Time for 2022/09/28/1000H:  11.908645153045654 seconds
Processing Time for 2022/09/28/1100H:  6.947549343109131 seconds
Processing Time for 2022/09/28/1200H:  14.97444462776184 seconds
Processing Time for 2022/09/28/1300H:  2.9131858348846436 seconds
Processing Time for 2022/09/28/1400H:  16.829633712768555 seconds
Processing Time for 2022/09/28/1500H:  10.990970373153687 seconds
Processing Time for 2022/09/28/1600H:  14.410286664962769 seconds
Processing Time for 2022/09/28/1700H:  7.355074882507324 seconds
Processing Time for 2022/09/28/1800H:  19.699519395828247 seconds
Processing Time for 2022/09/28/1900H:  18.318917989730835 seconds
Processing Time for 2022/09/28/2000H:  17.298999309539795 seconds
Processing Time for 2022/09/28/2100H:  6.396695375442505 seconds
Processing Time for 2022/09/28/2200H:  4.845402717590332 seconds
Processing Time for 2022/09/28/2300H:  1.3994128704071045 seconds
Processing Time for 2022/09/29/0000H:  1.2618365287780762 seconds
Processing Time for 2022/09/29/0100H:  0.31065869331359863 seconds
Processing Time for 2022/09/29/0200H:  0.966313362121582 seconds
Processing Time for 2022/09/29/0300H:  0.31200742721557617 seconds
Processing Time for 2022/09/29/0400H:  0.48050928115844727 seconds
Processing Time for 2022/09/29/0500H:  2.815350294113159 seconds
Processing Time for 2022/09/29/0600H:  6.488530158996582 seconds
Processing Time for 2022/09/29/0700H:  13.519806146621704 seconds
Processing Time for 2022/09/29/0800H:  6.760498523712158 seconds
Processing Time for 2022/09/29/0900H:  18.415313959121704 seconds
Processing Time for 2022/09/29/1000H:  11.83657693862915 seconds
Processing Time for 2022/09/29/1100H:  6.658119440078735 seconds
Processing Time for 2022/09/29/1200H:  12.338967323303223 seconds
Processing Time for 2022/09/29/1300H:  2.2622921466827393 seconds
Processing Time for 2022/09/29/1400H:  11.123476028442383 seconds
Processing Time for 2022/09/29/1500H:  5.987348318099976 seconds
Processing Time for 2022/09/29/1600H:  9.559185981750488 seconds
Processing Time for 2022/09/29/1700H:  5.099740982055664 seconds
Processing Time for 2022/09/29/1800H:  11.804270267486572 seconds
Processing Time for 2022/09/29/1900H:  11.196690082550049 seconds
Processing Time for 2022/09/29/2000H:  11.602866411209106 seconds
Processing Time for 2022/09/29/2100H:  4.67737078666687 seconds
Processing Time for 2022/09/29/2200H:  3.415548801422119 seconds
Processing Time for 2022/09/29/2300H:  1.2017865180969238 seconds
Processing Time for 2022/09/30/0000H:  1.222832202911377 seconds
Processing Time for 2022/09/30/0100H:  1.041957139968872 seconds
Processing Time for 2022/09/30/0200H:  0.7587494850158691 seconds
Processing Time for 2022/09/30/0300H:  0.5091068744659424 seconds
Processing Time for 2022/09/30/0400H:  0.5321536064147949 seconds
Processing Time for 2022/09/30/0500H:  2.3517560958862305 seconds
Processing Time for 2022/09/30/0600H:  4.892191171646118 seconds
Processing Time for 2022/09/30/0700H:  14.557173728942871 seconds
Processing Time for 2022/09/30/0800H:  8.597423791885376 seconds
Processing Time for 2022/09/30/0900H:  20.221152782440186 seconds
Processing Time for 2022/09/30/1000H:  18.26178288459778 seconds
Processing Time for 2022/09/30/1100H:  12.90495228767395 seconds
Processing Time for 2022/09/30/1200H:  21.995227813720703 seconds
Processing Time for 2022/09/30/1300H:  4.54202127456665 seconds
Processing Time for 2022/09/30/1400H:  19.50837802886963 seconds
Processing Time for 2022/09/30/1500H:  11.031904458999634 seconds
Processing Time for 2022/09/30/1600H:  16.617918729782104 seconds
Processing Time for 2022/09/30/1700H:  11.576491117477417 seconds
Processing Time for 2022/09/30/1800H:  19.698225498199463 seconds
Processing Time for 2022/09/30/1900H:  11.124659061431885 seconds
Processing Time for 2022/09/30/2000H:  11.081032037734985 seconds
Processing Time for 2022/09/30/2100H:  5.45628023147583 seconds
Processing Time for 2022/09/30/2200H:  2.9816930294036865 seconds
Processing Time for 2022/09/30/2300H:  0.6467578411102295 seconds
Processing Time for 2022/10/01/0000H:  0.36214685440063477 seconds
Processing Time for 2022/10/01/0100H:  0.3017580509185791 seconds
Processing Time for 2022/10/01/0200H:  0.41303157806396484 seconds
Processing Time for 2022/10/01/0300H:  0.13095974922180176 seconds
Processing Time for 2022/10/01/0400H:  0.47963809967041016 seconds
Processing Time for 2022/10/01/0500H:  2.5042617321014404 seconds
Processing Time for 2022/10/01/0600H:  4.906407594680786 seconds
Processing Time for 2022/10/01/0700H:  8.641486167907715 seconds
Processing Time for 2022/10/01/0800H:  5.491750478744507 seconds
Processing Time for 2022/10/01/0900H:  12.647225379943848 seconds
Processing Time for 2022/10/01/1000H:  12.619073152542114 seconds
Processing Time for 2022/10/01/1100H:  6.453921556472778 seconds
Processing Time for 2022/10/01/1200H:  12.17876672744751 seconds
Processing Time for 2022/10/01/1300H:  1.0654010772705078 seconds
Processing Time for 2022/10/01/1400H:  10.521002292633057 seconds
Processing Time for 2022/10/01/1500H:  5.8329572677612305 seconds
Processing Time for 2022/10/01/1600H:  12.104507207870483 seconds
Processing Time for 2022/10/01/1700H:  10.010569334030151 seconds
Processing Time for 2022/10/01/1800H:  19.276291131973267 seconds
Processing Time for 2022/10/01/1900H:  16.54844379425049 seconds
Processing Time for 2022/10/01/2000H:  17.955493927001953 seconds
Processing Time for 2022/10/01/2100H:  7.433545351028442 seconds
Processing Time for 2022/10/01/2200H:  3.940326452255249 seconds
Processing Time for 2022/10/01/2300H:  1.4008309841156006 seconds
Processing Time for 2022/10/02/0000H:  1.2579467296600342 seconds
Processing Time for 2022/10/02/0100H:  0.7964317798614502 seconds
Processing Time for 2022/10/02/0200H:  1.1436221599578857 seconds
Processing Time for 2022/10/02/0300H:  0.29395246505737305 seconds
Processing Time for 2022/10/02/0400H:  0.5068840980529785 seconds
Processing Time for 2022/10/02/0500H:  3.808861255645752 seconds
Processing Time for 2022/10/02/0600H:  6.184098720550537 seconds
Processing Time for 2022/10/02/0700H:  13.276419401168823 seconds
Processing Time for 2022/10/02/0800H:  7.103687524795532 seconds
Processing Time for 2022/10/02/0900H:  20.724106788635254 seconds
Processing Time for 2022/10/02/1000H:  19.01047372817993 seconds
Processing Time for 2022/10/02/1100H:  11.724615812301636 seconds
Processing Time for 2022/10/02/1200H:  15.436232328414917 seconds
Processing Time for 2022/10/02/1300H:  3.556450605392456 seconds
Processing Time for 2022/10/02/1400H:  12.206634283065796 seconds
Processing Time for 2022/10/02/1500H:  6.346683740615845 seconds
Processing Time for 2022/10/02/1600H:  9.933058023452759 seconds
Processing Time for 2022/10/02/1700H:  7.666827201843262 seconds
Processing Time for 2022/10/02/1800H:  13.394124746322632 seconds
Processing Time for 2022/10/02/1900H:  11.85029149055481 seconds
Processing Time for 2022/10/02/2000H:  10.769951343536377 seconds
Processing Time for 2022/10/02/2100H:  4.8179895877838135 seconds
Processing Time for 2022/10/02/2200H:  2.897284507751465 seconds
Processing Time for 2022/10/02/2300H:  1.1686182022094727 seconds
Processing Time for 2022/10/03/0000H:  1.3177766799926758 seconds
Processing Time for 2022/10/03/0100H:  0.8336656093597412 seconds
Processing Time for 2022/10/03/0200H:  0.7851052284240723 seconds
Processing Time for 2022/10/03/0300H:  0.4584991931915283 seconds
Processing Time for 2022/10/03/0400H:  0.6135005950927734 seconds
Processing Time for 2022/10/03/0500H:  2.323120355606079 seconds
Processing Time for 2022/10/03/0600H:  3.437333345413208 seconds
Processing Time for 2022/10/03/0700H:  8.154158592224121 seconds
Processing Time for 2022/10/03/0800H:  4.166723251342773 seconds
Processing Time for 2022/10/03/0900H:  17.080547094345093 seconds
Processing Time for 2022/10/03/1000H:  19.83509659767151 seconds
Processing Time for 2022/10/03/1100H:  11.4556565284729 seconds
Processing Time for 2022/10/03/1200H:  20.617554903030396 seconds
Processing Time for 2022/10/03/1300H:  3.680032253265381 seconds
Processing Time for 2022/10/03/1400H:  17.56449866294861 seconds
Processing Time for 2022/10/03/1500H:  10.012378454208374 seconds
Processing Time for 2022/10/03/1600H:  15.481433153152466 seconds
Processing Time for 2022/10/03/1700H:  10.78482174873352 seconds
Processing Time for 2022/10/03/1800H:  20.8840970993042 seconds
Processing Time for 2022/10/03/1900H:  17.95525074005127 seconds
Processing Time for 2022/10/03/2000H:  16.70436668395996 seconds
Processing Time for 2022/10/03/2100H:  5.537135601043701 seconds
Processing Time for 2022/10/03/2200H:  3.252215623855591 seconds
Processing Time for 2022/10/03/2300H:  0.6613175868988037 seconds
Processing Time for 2022/10/04/0000H:  0.7518472671508789 seconds
Processing Time for 2022/10/04/0100H:  0.6042678356170654 seconds
Processing Time for 2022/10/04/0200H:  0.8449587821960449 seconds
Processing Time for 2022/10/04/0300H:  0.35042619705200195 seconds
Processing Time for 2022/10/04/0400H:  0.49292492866516113 seconds
Processing Time for 2022/10/04/0500H:  2.1984899044036865 seconds
Processing Time for 2022/10/04/0600H:  4.227497100830078 seconds
Processing Time for 2022/10/04/0700H:  9.260864734649658 seconds
Processing Time for 2022/10/04/0800H:  4.917035818099976 seconds
Processing Time for 2022/10/04/0900H:  14.99861454963684 seconds
Processing Time for 2022/10/04/1000H:  11.59610629081726 seconds
Processing Time for 2022/10/04/1100H:  7.032337665557861 seconds
Processing Time for 2022/10/04/1200H:  11.771531343460083 seconds
Processing Time for 2022/10/04/1300H:  2.232848644256592 seconds
Processing Time for 2022/10/04/1400H:  10.666218996047974 seconds
Processing Time for 2022/10/04/1500H:  6.28226375579834 seconds
Processing Time for 2022/10/04/1600H:  9.068382501602173 seconds
Processing Time for 2022/10/04/1700H:  6.507567405700684 seconds
Processing Time for 2022/10/04/1800H:  13.075138807296753 seconds
Processing Time for 2022/10/04/1900H:  17.648277044296265 seconds
Processing Time for 2022/10/04/2000H:  16.945680141448975 seconds
Processing Time for 2022/10/04/2100H:  6.762662649154663 seconds
Processing Time for 2022/10/04/2200H:  5.923429489135742 seconds
Processing Time for 2022/10/04/2300H:  1.4675467014312744 seconds
Processing Time for 2022/10/05/0000H:  1.5414628982543945 seconds
Processing Time for 2022/10/05/0100H:  0.854254961013794 seconds
Processing Time for 2022/10/05/0200H:  1.292938470840454 seconds
Processing Time for 2022/10/05/0300H:  0.48638057708740234 seconds
Processing Time for 2022/10/05/0400H:  0.7527899742126465 seconds
Processing Time for 2022/10/05/0500H:  3.5181376934051514 seconds
Processing Time for 2022/10/05/0600H:  8.714603185653687 seconds
Processing Time for 2022/10/05/0700H:  16.94116497039795 seconds
Processing Time for 2022/10/05/0800H:  9.597813367843628 seconds
Processing Time for 2022/10/05/0900H:  21.98123860359192 seconds
Processing Time for 2022/10/05/1000H:  20.15950584411621 seconds
Processing Time for 2022/10/05/1100H:  12.207072496414185 seconds
Processing Time for 2022/10/05/1200H:  21.04056215286255 seconds
Processing Time for 2022/10/05/1300H:  3.9383304119110107 seconds
Processing Time for 2022/10/05/1400H:  13.51777696609497 seconds
Processing Time for 2022/10/05/1500H:  6.258763551712036 seconds
Processing Time for 2022/10/05/1600H:  9.296661138534546 seconds
Processing Time for 2022/10/05/1700H:  5.233544826507568 seconds
Processing Time for 2022/10/05/1800H:  14.006287097930908 seconds
Processing Time for 2022/10/05/1900H:  14.65439772605896 seconds
Processing Time for 2022/10/05/2000H:  12.710741519927979 seconds
Processing Time for 2022/10/05/2100H:  5.568973064422607 seconds
Processing Time for 2022/10/05/2200H:  3.636336326599121 seconds
Processing Time for 2022/10/05/2300H:  1.1595633029937744 seconds
Processing Time for 2022/10/06/0000H:  1.0890483856201172 seconds
Processing Time for 2022/10/06/0100H:  0.47025489807128906 seconds
Processing Time for 2022/10/06/0200H:  0.7918741703033447 seconds
Processing Time for 2022/10/06/0300H:  0.46585845947265625 seconds
Processing Time for 2022/10/06/0400H:  0.6387720108032227 seconds
Processing Time for 2022/10/06/0500H:  2.3065648078918457 seconds
Processing Time for 2022/10/06/0600H:  4.495844125747681 seconds
Processing Time for 2022/10/06/0700H:  9.399967432022095 seconds
Processing Time for 2022/10/06/0800H:  5.393455505371094 seconds
Processing Time for 2022/10/06/0900H:  13.420929431915283 seconds
Processing Time for 2022/10/06/1000H:  19.23715329170227 seconds
Processing Time for 2022/10/06/1100H:  11.768049716949463 seconds
Processing Time for 2022/10/06/1200H:  20.168994188308716 seconds
Processing Time for 2022/10/06/1300H:  4.882631063461304 seconds
Processing Time for 2022/10/06/1400H:  19.234468936920166 seconds
Processing Time for 2022/10/06/1500H:  11.276441097259521 seconds
